hotel_name,Category,Full_Addr,Addr,City,State,Zipcode,Stars,Num_Reviews,url,lat,lng
Sheraton Louisville Riverside Hotel,5,"700 West Riverside Drive Jeffersonville, Indiana 47130",700 West Riverside Drive,Jeffersonville,IN, 47130,4.1,484,NULL,38.2689941,-85.7483184
TownePlace Suites Louisville North,3,"301 West Maple Street Jeffersonville, Indiana 47130",301 West Maple Street,Jeffersonville,IN, 47130,4.2,139,NULL,38.2713051,-85.7439912
The Westin Jekyll Island,5,"110 Ocean Way Jekyll Island, Georgia 31527",110 Ocean Way,Jekyll Island,GA, 31527,4.1,610,NULL,31.0465467,-81.411425
Courtyard Hutchinson Island Oceanside/Jensen Beach,4,"10978 S Ocean Drive Jensen Beach, Florida 34957-2611",10978 S Ocean Drive,Jensen Beach,FL,34957,4.4,711,NULL,27.2650745,-80.2013045
Vistana Beach Club,6,"10740 S. Ocean Drive Jensen Beach, Florida 34957",10740 S. Ocean Drive,Jensen Beach,FL, 34957,NULL,NULL,NULL,27.2702984,-80.2042
Courtyard Jersey City Newport,5,"540 Washington Boulevard Jersey City, New Jersey 07310",540 Washington Boulevard,Jersey City,NJ, 07310,4.4,712,NULL,40.7275473,-74.0340096
Residence Inn Jersey City,5,"80 Christopher Columbus Drive Jersey City, New Jersey 07302",80 Christopher Columbus Drive,Jersey City,NJ, 07302,4.8,351,https://cache.marriott.com/marriottassets/marriott/EWRJR/ewrjr-exterior-0023-hor-feat.jpg?resize=375:150 undefined,40.7191534,-74.0409371
The Westin Jersey City Newport,5,"479 Washington Boulevard Jersey City, New Jersey 07310",479 Washington Boulevard,Jersey City,NJ, 07310,4.2,709,https://cache.marriott.com/marriottassets/marriott/EWRWJ/ewrwj-westin-2442-hor-feat.jpg?resize=375:150 undefined,40.7249242,-74.0362147
Courtyard Johnson City,3,"4025 Hamilton Place Johnson City, Tennessee 37604",4025 Hamilton Place,Johnson City,TN, 37604,4.5,359,https://cache.marriott.com/marriottassets/marriott/TRIJC/trijc-entrance-0012-hor-feat.jpg?resize=375:150 undefined,36.3356736,-82.407849
Fairfield Inn & Suites Johnson City,3,"3078 Hamilton Place Johnson City, Tennessee 37604",3078 Hamilton Place,Johnson City,TN, 37604,4.8,279,https://cache.marriott.com/marriottassets/marriott/TRITN/tritn-exterior-0002-hor-feat.jpg?resize=375:150 undefined,36.3373122,-82.4078067
TownePlace Suites Des Moines Urbandale,2,"8800 Northpark Drive Johnston, Iowa 50131",8800 Northpark Drive,Johnston,IA, 50131,4.5,325,NULL,41.6532794,-93.7397402
Fairfield Inn & Suites Joliet North/Plainfield,3,"3239 Norman Avenue Joliet, Illinois 60435",3239 Norman Avenue,Joliet,IL, 60435,4.6,228,NULL,41.583515,-88.162916
Fairfield Inn Joliet South,3,"1501 Riverboat Center Drive Joliet, Illinois 60431",1501 Riverboat Center Drive,Joliet,IL, 60431,4.2,341,NULL,41.494666,-88.1677476
SpringHill Suites Joliet Downtown,NULL,"65 North Ottawa Street Joliet, Illinois 60432",65 North Ottawa Street,Joliet,IL, 60432,NULL,NULL,NULL,41.5255431,-88.0833971
TownePlace Suites Joliet South,3,"1515 Riverboat Center Dr Joliet, Illinois 60431",1515 Riverboat Center Dr,Joliet,IL, 60431,4.8,420,NULL,41.4941817,-88.166757
Courtyard Jonesboro,3,"4811 East Johnson Avenue Jonesboro, Arkansas 72401",4811 East Johnson Avenue,Jonesboro,AR, 72401,4.3,47,NULL,35.8638425,-90.6370375
Fairfield Inn & Suites Jonesboro,3,"3408 Access Road Jonesboro, Arkansas 72401",3408 Access Road,Jonesboro,AR, 72401,4.4,390,NULL,35.8078194,-90.6612596
Fairfield Inn & Suites Lebanon Valley,3,"4 Fisher Avenue Jonestown, Pennsylvania 17038",4 Fisher Avenue,Jonestown,PA, 17038,4.7,162,NULL,40.4510199,-76.5127197
Fairfield Inn Joplin,2,"3301 South Range Line Road Joplin, Missouri 64804",3301 South Range Line Road,Joplin,MO, 64804,4.6,283,NULL,37.0536991,-94.4777631
Residence Inn Joplin,2,"3128 East Hammons Blvd. Joplin, Missouri 64804",3128 East Hammons Blvd.,Joplin,MO, 64804,4.6,483,NULL,37.0481761,-94.4744237
TownePlace Suites Joplin,2,"4026 S. Arizona Avenue Joplin, Missouri 64804",4026 S. Arizona Avenue,Joplin,MO, 64804,4.6,284,NULL,37.0440255,-94.4813038
Courtyard Junction City,2,"310 Hammons Dr. Junction City, Kansas 66441",310 Hammons Dr.,Junction City,KS, 66441,4.2,472,NULL,39.0197727,-96.8239206
Four Points by Sheraton Juneau,5,"51 Egan Drive Juneau, Alaska 99801",51 Egan Drive,Juneau,AK, 99801,3.9,92,NULL,58.2998276,-134.4099696
Courtyard Palm Beach Jupiter,4,"4800 Main Street Jupiter, Florida 33458",4800 Main Street,Jupiter,FL, 33458,4.6,543,NULL,26.8898448,-80.1173409
Fairfield Inn & Suites West Palm Beach Jupiter,3,"6748 W. Indiantown Road Jupiter, Florida 33458",6748 W. Indiantown Road,Jupiter,FL, 33458,4.4,380,NULL,26.9333603,-80.1379299
Courtyard Maui Kahului Airport,5,"532 Keolani Place Kahului, Hawaii 96732",532 Keolani Place,Kahului,HI, 96732,4.6,823,NULL,20.8883947,-156.44961
Courtyard King Kamehameha's Kona Beach Hotel,4,"75-5660 Palani Road Kailua-Kona, Hawaii 96740",75-5660 Palani Road,Kailua-Kona,HI, 96740,4.3,1334,NULL,19.6407234,-155.997462
Sheraton Kona Resort & Spa at Keauhou Bay,5,"78-128 Ehukai Street Kailua-Kona, Hawaii 96740",78-128 Ehukai Street,Kailua-Kona,HI, 96740,3.9,1173,NULL,19.5586093,-155.9646017
Delta Hotels Kalamazoo Conference Center,4,"2747 South 11th Street Kalamazoo, Michigan 49009",2747 South 11th Street,Kalamazoo,MI, 49009,3.9,105,NULL,42.2642013,-85.6539233
Fairfield Inn & Suites Kalamazoo,2,"3303 Retail Place Drive Kalamazoo, Michigan 49048",3303 Retail Place Drive,Kalamazoo,MI, 49048,4.2,20,NULL,42.2586085,-85.5293154
Fairfield Inn Kalamazoo West,2,"6420 Cracker Barrel Drive Kalamazoo, Michigan 49009",6420 Cracker Barrel Drive,Kalamazoo,MI, 49009,4.2,321,NULL,42.2366847,-85.6759662
Residence Inn Kalamazoo East,3,"1500 East Kilgore Road Kalamazoo, Michigan 49001",1500 East Kilgore Road,Kalamazoo,MI, 49001,4.3,330,NULL,42.2455249,-85.5625759
Four Points by Sheraton Kalamazoo,2,"3600 East Cork Street Court Kalamazoo, Michigan 49001",3600 East Cork Street Court,Kalamazoo,MI, 49001,3.7,321,NULL,42.2583306,-85.5349093
TownePlace Suites Kalamazoo,2,"5683 S. 9th Street Kalamazoo, Michigan 49009",5683 S. 9th Street,Kalamazoo,MI, 49009,4.4,290,NULL,42.2344804,-85.6764346
SpringHill Suites Kalispell,4,"250 Old Reserve Drive Kalispell, Montana 59901",250 Old Reserve Drive,Kalispell,MT, 59901,4.8,426,NULL,48.2326351,-114.3354309
AC Hotel Kansas City Westport,3,"560 Westport Road Kansas City, Missouri 64111",560 Westport Road,Kansas City,MO, 64111,4.3,362,NULL,39.052322,-94.593521
"Ambassador Hotel Kansas City, Autograph Collection",6,"1111 Grand Boulevard Kansas City, Missouri 64106",1111 Grand Boulevard,Kansas City,MO, 64106,4.7,435,NULL,39.1006512,-94.5804788
"The Raphael Hotel, Autograph Collection",5,"325 Ward Parkway Kansas City, Missouri 64112",325 Ward Parkway,Kansas City,MO, 64112,4.8,909,NULL,39.0394941,-94.5911824
Courtyard Kansas City Airport,2,"7901 NW Tiffany Springs Parkway Kansas City, Missouri 64153",7901 NW Tiffany Springs Parkway,Kansas City,MO, 64153,4.4,475,NULL,39.2716559,-94.6715977
Courtyard Kansas City at Briarcliff,4,"4000 North Mulberry Drive Kansas City, Missouri 64116",4000 North Mulberry Drive,Kansas City,MO, 64116,4.7,612,NULL,39.1654501,-94.5952348
Courtyard Kansas City Country Club Plaza,4,"4600 JC Nichols Parkway Kansas City, Missouri 64112",4600 JC Nichols Parkway,Kansas City,MO, 64112,4.3,562,NULL,39.0438084,-94.5889246
Courtyard Kansas City Downtown/Convention Center,4,"1535 Baltimore Avenue Kansas City, Missouri 64108",1535 Baltimore Avenue,Kansas City,MO, 64108,4.3,328,NULL,39.0947981,-94.5842883
Courtyard Kansas City South,3,"500 East 105th Street Kansas City, Missouri 64131",500 East 105th Street,Kansas City,MO, 64131,4.4,505,NULL,38.9390643,-94.5867475
Fairfield Inn & Suites Kansas City Airport,2,"11820 NW Plaza Circle Kansas City, Missouri 64153",11820 NW Plaza Circle,Kansas City,MO, 64153,4.5,454,NULL,39.3087768,-94.6854493
Fairfield Inn & Suites Kansas City Liberty,2,"8101 N Church Road Kansas City, Missouri 64158",8101 N Church Road,Kansas City,MO, 64158,4.2,285,NULL,39.2405047,-94.4601276
Fairfield Inn Kansas City Downtown/Union Hill,3,"3001 Main Street Kansas City, Missouri 64108",3001 Main Street,Kansas City,MO, 64108,4.4,570,NULL,39.0725732,-94.5846511
Kansas City Airport Marriott,3,"775 Brasilia Avenue Kansas City, Missouri 64153",775 Brasilia Avenue,Kansas City,MO, 64153,3.9,783,https://www.marriott.com/Images/Brands/MHR/Multimedia/MH-Badge-EN-450x85[1].png https://cache.marriott.com/marriottassets/marriott/MCIAP/mciap-views-0058-hor-feat.jpg?resize=375:150 undefined,39.3099416,-94.7137692
Kansas City Marriott Country Club Plaza,4,"4445 Main Street Kansas City, Missouri 64111",4445 Main Street,Kansas City,MO, 64111,4.4,707,https://www.marriott.com/Images/Brands/MHR/Multimedia/MH-Badge-EN-450x85[1].png https://cache.marriott.com/marriottassets/marriott/MCIPL/mcipl-desk-0054-hor-feat.jpg?resize=375:150 undefined,39.0461554,-94.5860622
Kansas City Marriott Downtown,4,"200 West 12th Street Kansas City, Missouri 64105",200 West 12th Street,Kansas City,MO, 64105,4.1,1594,https://www.marriott.com/Images/Brands/MHR/Multimedia/MH-Badge-EN-450x85[1].png https://cache.marriott.com/marriottassets/marriott/MCIDT/mcidt-exterior-0043-hor-feat.jpg?resize=375:150 undefined,39.1007303,-94.5862234
Residence Inn Kansas City Airport,2,"10300 North Ambassador Drive Kansas City, Missouri 64153",10300 North Ambassador Drive,Kansas City,MO, 64153,4.5,563,https://cache.marriott.com/marriottassets/marriott/MCIAR/mciar-lobby-0027-hor-feat.jpg?resize=375:150 undefined,39.2799815,-94.6729302
Residence Inn Kansas City at The Legends,3,"1875 Village West Parkway Kansas City, Kansas 66111",1875 Village West Parkway,Kansas City,KS, 66111,4.5,430,NULL,39.1271232,-94.8294629
Residence Inn Kansas City Country Club Plaza,4,"4601 Broadway Kansas City, Missouri 64112",4601 Broadway,Kansas City,MO, 64112,4.3,478,NULL,39.0435667,-94.5909405
Residence Inn Kansas City Downtown/Convention Center,4,"1535 Baltimore Kansas City, Missouri 64108",1535 Baltimore,Kansas City,MO, 64108,4.7,247,NULL,39.0947981,-94.5842883
SpringHill Suites Kansas City Northeast,2,"4400 North Randolph Road Kansas City, Missouri 64117",4400 North Randolph Road,Kansas City,MO, 64117,NULL,NULL,NULL,39.173072,-94.4937379
SpringHill Suites Kansas City Plaza,4,"4500 Madison Avenue Kansas City, Missouri 64111",4500 Madison Avenue,Kansas City,MO, 64111,4.7,27,NULL,39.045952,-94.597503
Four Points by Sheraton Kansas City Airport,2,"11832 NW Plaza Circle Kansas City, Missouri 64153",11832 NW Plaza Circle,Kansas City,MO, 64153,3.8,320,NULL,39.3096897,-94.6838742
Sheraton Kansas City Hotel at Crown Center,4,"2345 McGee Street Kansas City, Missouri 64108",2345 McGee Street,Kansas City,MO, 64108,4,1027,NULL,39.0847808,-94.579945
Sheraton Suites Country Club Plaza,4,"770 W 47th Street Kansas City, Missouri 64112",770 W 47th Street,Kansas City,MO, 64112,3.4,650,NULL,39.0428858,-94.5958596
TownePlace Suites Kansas City Airport,2,"11812 NW Plaza Circle Kansas City, Missouri 64153",11812 NW Plaza Circle,Kansas City,MO, 64153,4.6,182,NULL,39.3078123,-94.6852877
TownePlace Suites Kansas City at Briarcliff,4,"3950 North Mulberry Drive Kansas City, Missouri 64116",3950 North Mulberry Drive,Kansas City,MO, 64116,4.8,112,NULL,39.1655306,-94.5953232
The Westin Kansas City at Crown Center,4,"1 East Pershing Road Kansas City, Missouri 64108",1 East Pershing Road,Kansas City,MO, 64108,4,1504,NULL,39.0835626,-94.5832102
Sheraton Kauai Coconut Beach Resort,5,"650 Aleka Loop Kapaa, Hawaii 96746",650 Aleka Loop,Kapaa,HI, 96746,3.8,5,NULL,22.0567505,-159.3224762
"The Ritz-Carlton, Kapalua",7,"1 Ritz-Carlton Drive Kapalua, Hawaii 96761",1 Ritz-Carlton Drive,Kapalua,HI, 96761,4.5,692,NULL,21.0004269,-156.6539546
Residence Inn Oahu Kapolei,5,"731 Kunehi Street Kapolei, Hawaii 96707",731 Kunehi Street,Kapolei,HI, 96707,NULL,NULL,NULL,21.3275731,-158.0732366
Marriott's Ko Olina Beach Club,6,"92-161 Waipahe Place, Marriott Vacation Club Hawaii Tax ID # TA-070-692-2496-03 Kapolei - Oahu, Hawaii 96707",92-161 Waipahe Place Marriott Vacation Club Hawaii Tax ID # TA-070-692-2496-03 Kapolei -,Kapolei - Oahu,HI, 96707,NULL,NULL,NULL,21.333048,-158.1202725
Courtyard Houston Katy Mills,2,"25402 Katy Mills Parkway Katy, Texas 77494",25402 Katy Mills Parkway,Katy,TX, 77494,4.6,354,NULL,29.7762208,-95.8149888
Fairfield Inn & Suites Houston Katy,2,"22100 Grand Corner Drive Katy, Texas 77494",22100 Grand Corner Drive,Katy,TX, 77494,NULL,NULL,NULL,29.7020383,-95.7685267
Residence Inn Houston Katy Mills,2,"25401 Katy Mills Parkway Katy, Texas 77494",25401 Katy Mills Parkway,Katy,TX, 77494,4.6,421,NULL,29.7754999,-95.8129291
SpringHill Suites Houston Katy Mills,2,"2501 Texmati Dr. Katy, Texas 77494",2501 Texmati Dr.,Katy,TX, 77494,4.2,309,NULL,29.781612,-95.8092218
Aloft Houston Katy,2,"25330 Kingsland Boulevard Katy, Texas 77494",25330 Kingsland Boulevard,Katy,TX, 77494,NULL,NULL,NULL,29.7722459,-95.8121449
Element Houston Katy,3,"23653 Grande Centre Drive Katy, Texas 77494",23653 Grande Centre Drive,Katy,TX, 77494,4.5,116,NULL,29.7815321,-95.7822068
Sheraton Kauai Resort,5,"2440 Hoonani Road Kauai, Hawaii 96756",2440 Hoonani Road,Kauai,HI, 96756,4.1,1328,NULL,21.8764358,-159.460717
Sheraton Kauai Resort Villas,NULL,"2440 Hoonani Road, Marriott Vacation Club Hawaii Tax ID # GE-138-328-5360-01 Kauai, Hawaii 96756",2440 Hoonani Road Marriott Vacation Club Hawaii Tax ID # GE-138-328-5360-01,Kauai,HI, 96756,NULL,NULL,NULL,21.8764358,-159.460717
Fairfield Inn & Suites Kearney,3,"510 Talmadge Road Kearney, Nebraska 68845",510 Talmadge Road,Kearney,NE, 68845,4.8,526,NULL,40.672887,-99.0902441
Courtyard Keene Downtown,4,"75 Railroad Street Keene, New Hampshire 03431",75 Railroad Street,Keene,NH, 03431,4.2,429,NULL,42.9324041,-72.2755162
Fairfield Inn & Suites Keene Downtown,4,"30 Main Street Keene, New Hampshire 03431",30 Main Street,Keene,NH, 03431,4.3,272,NULL,42.933112,-72.2778754
Fairfield Inn & Suites Kenner New Orleans Airport,2,"1801 32nd Street Kenner, Louisiana 70065",1801 32nd Street,Kenner,LA, 70065,3.6,531,NULL,30.0137984,-90.2422409
Courtyard Atlanta Kennesaw,3,"540 Greers Chapel Drive NW Kennesaw, Georgia 30144",540 Greers Chapel Drive NW,Kennesaw,GA, 30144,4.5,119,NULL,34.0054387,-84.567642
Fairfield Inn & Suites Atlanta Kennesaw,3,"3425 Busbee Drive Kennesaw, Georgia 30144",3425 Busbee Drive,Kennesaw,GA, 30144,3.9,344,NULL,34.0355196,-84.5757292
Residence Inn Atlanta Kennesaw/Town Center,3,"3443 Busbee Drive Kennesaw, Georgia 30144",3443 Busbee Drive,Kennesaw,GA, 30144,4.4,298,NULL,34.0360466,-84.5758283
SpringHill Suites Atlanta Kennesaw,3,"3399 Town Point Drive Kennesaw, Georgia 30144",3399 Town Point Drive,Kennesaw,GA, 30144,4.4,343,NULL,34.0311568,-84.581409
TownePlace Suites Atlanta Kennesaw,3,"1074 Cobb Place Boulevard N.W. Kennesaw, Georgia 30144",1074 Cobb Place Boulevard N.W.,Kennesaw,GA, 30144,4.3,295,NULL,34.0015163,-84.586892
Fairfield Inn & Suites Kennett Square Brandywine Valley,3,"719 East Baltimore Pike Kennett Square, Pennsylvania 19348",719 East Baltimore Pike,Kennett Square,PA, 19348,4.5,505,NULL,39.8570112,-75.6950319
Fairfield Inn Kennewick,2,"7809 West Quinault Avenue Kennewick, Washington 99336",7809 West Quinault Avenue,Kennewick,WA, 99336,3.9,184,NULL,46.2209153,-119.2278293
SpringHill Suites Kennewick Tri-Cities,3,"7048 West Grandridge Boulevard Kennewick, Washington 99336",7048 West Grandridge Boulevard,Kennewick,WA, 99336,4.7,455,NULL,46.2180455,-119.2175381
TownePlace Suites Seattle Southcenter,4,"18123 72nd Avenue South Kent, Washington 98032",18123 72nd Avenue South,Kent,WA, 98032,4.2,380,NULL,47.4397209,-122.244283
"Playa Largo Resort & Spa, Autograph Collection",7,"97450 Overseas Highway Key Largo, Florida 33037",97450 Overseas Highway,Key Largo,FL, 33037,4.4,967,https://cache.marriott.com/marriottassets/marriott/MTHAK/mthak-pool-0030-hor-feat.jpg?resize=375:150 undefined,25.0739119,-80.4646579
Courtyard Key Largo,5,"99751 Overseas Highway Key Largo, Florida 33037",99751 Overseas Highway,Key Largo,FL, 33037,4.2,593,https://cache.marriott.com/marriottassets/marriott/MTHCY/mthcy-exterior-0023-hor-feat.jpg?resize=375:150 undefined,25.0963108,-80.4371288
Key Largo Bay Marriott Beach Resort,6,"103800 Overseas Highway, MM 103.8 Key Largo, Florida 33037",103800 Overseas Highway MM 103.8 Key,Key Largo,FL, 33037,4.2,1131,https://cache.marriott.com/marriottassets/marriott/MTHKL/mthkl-exterior-0067-hor-feat.jpg?resize=375:150 undefined,25.141407,-80.4000467
"The Saint Hotel Key West, Autograph Collection",7,"417 Eaton Street Key West, Florida 33040",417 Eaton Street,Key West,FL, 33040,4.7,316,https://cache.marriott.com/marriottassets/marriott/EYWAK/eywak-entrance-0006-hor-feat.jpg?resize=375:150 undefined,24.556812,-81.8042666
Courtyard Key West Waterfront,6,"3031-41 North Roosevelt Boulevard Key West, Florida 33040",3031-41 North Roosevelt Boulevard,Key West,FL, 33040,4.1,692,NULL,24.5680768,-81.7701164
Fairfield Inn & Suites Key West,6,"2400 North Roosevelt Boulevard Key West, Florida 33040",2400 North Roosevelt Boulevard,Key West,FL, 33040,4.1,861,NULL,24.5622219,-81.7763524
Fairfield Inn & Suites Key West at The Keys Collection,6,"3852 North Roosevelt Boulevard Key West, Florida 33040",3852 North Roosevelt Boulevard,Key West,FL, 33040,4.4,764,NULL,24.5687269,-81.7524596
Key West Marriott Beachside Hotel,7,"3841 North Roosevelt Boulevard Key West, Florida 33040",3841 North Roosevelt Boulevard,Key West,FL, 33040,4.5,1115,NULL,24.571337,-81.7522754
Sheraton Suites Key West,6,"2001 South Roosevelt Boulevard Key West, Florida 33040",2001 South Roosevelt Boulevard,Key West,FL, 33040,4,952,NULL,24.552426,-81.7723188
Charleston Kiawah Island/Andell Inn,6,"300 Farm Lake View Road Kiawah Island, South Carolina 29455",300 Farm Lake View Road,Kiawah Island,SC, 29455,4.8,675,NULL,32.6053236,-80.1490076
TownePlace Suites Outer Banks Kill Devil Hills,4,"2028 South Virginia Dare Trail Kill Devil Hills, North Carolina 27948",2028 South Virginia Dare Trail,Kill Devil Hills,NC, 27948,4.5,88,NULL,35.9951551,-75.6466752
Courtyard Killeen,1,"1721 E. Central Texas Expressway (US 190) Killeen, Texas 76541",1721 E. Central Texas Expressway (US 190),Killeen,TX, 76541,4.5,610,NULL,31.092597,-97.721261
Fairfield Inn & Suites Killeen,1,"200 East Central Texas Expressway Killeen, Texas 76541",200 East Central Texas Expressway,Killeen,TX, 76541,4.4,376,NULL,31.098969,-97.7405244
Residence Inn Killeen,1,"400 East Central Texas Expressway Killeen, Texas 76541",400 East Central Texas Expressway,Killeen,TX, 76541,4.5,364,NULL,31.0975962,-97.7396757
TownePlace Suites Killeen,1,"2401 Florence Road Killeen, Texas 76542",2401 Florence Road,Killeen,TX, 76542,4.6,246,NULL,31.0977685,-97.7427312
SpringHill Suites Philadelphia Valley Forge/King of Prussia,2,"875 Mancill Mill Road King of Prussia, Pennsylvania 19406",875 Mancill Mill Road,King of Prussia,PA, 19406,4.5,478,NULL,40.1047207,-75.4104815
Sheraton Valley Forge Hotel,4,"480 North Gulph Road King of Prussia, Pennsylvania 19406",480 North Gulph Road,King of Prussia,PA, 19406,3.9,365,NULL,40.0896765,-75.4096165
Fairfield Inn Philadelphia Valley Forge/King of Prussia,2,"258 Mall Boulevard King Of Prussia, Pennsylvania 19406",258 Mall Boulevard,King of Prussia,PA, 19406,4.1,298,NULL,40.0909569,-75.3897588
SpringHill Suites Kingman Route 66,4,"3101 East Andy Devine Avenue Kingman, Arizona 86401",3101 East Andy Devine Avenue,Kingman,AZ, 86401,4.6,452,NULL,35.2154165,-114.0140029
Fairfield Inn & Suites Selma Kingsburg,2,"216 Ventura Court Kingsburg, California 93631",216 Ventura Court,Kingsburg,CA, 93631,4.3,349,NULL,36.5205071,-119.5656389
Fairfield Inn & Suites Kingsland,3,"1319 East King Avenue Kingsland, Georgia 31548",1319 East King Avenue,Kingsland,GA, 31548,4.4,454,NULL,30.7920858,-81.6549188
MeadowView Conference Resort & Convention Center,3,"1901 Meadowview Parkway Kingsport, Tennessee 37660",1901 Meadowview Parkway,Kingsport,TN, 37660,4.5,861,NULL,36.5065269,-82.5671037
Courtyard Kingston,4,"500 Frank Sottile Blvd Kingston, New York 12401",500 Frank Sottile Blvd,Kingston,NY, 12401,4.5,414,NULL,41.9698422,-73.9864005
Residence Inn Kingston,4,"800 Frank Sottile Boulevard Kingston, New York 12401",800 Frank Sottile Boulevard,Kingston,NY, 12401,4.6,311,NULL,41.9694703,-73.9840589
TownePlace Suites Kingsville,1,"2574 South US Highway 77 Kingsville, Texas 78363",2574 South US Highway 77,Kingsville,TX, 78363,4.3,52,NULL,27.492375,-97.84419
Courtyard Houston Kingwood,2,"130 Northpark Plaza Dr. Kingwood, Texas 77339",130 Northpark Plaza Dr.,Kingwood,TX, 77339,4.6,475,NULL,30.059102,-95.2485718
Fairfield Inn & Suites Kinston,1,"667 Sheffield Drive Kinston, North Carolina 28504",667 Sheffield Drive,Kinston,NC, 28504,NULL,NULL,NULL,35.2595626,-77.6446443
Courtyard Seattle Kirkland,4,"11215 NE 124th Street Kirkland, Washington 98034-4302",11215 NE 124th Street,Kirkland,WA,98034,4.2,473,NULL,47.7109284,-122.1913178
Delta Hotels Orlando Celebration,5,"2900 Parkway Blvd. Kissimmee, Florida 34747",2900 Parkway Blvd.,Kissimmee,FL, 34747,NULL,NULL,NULL,28.3349917,-81.5353868
Fairfield Inn & Suites Orlando Kissimmee/Celebration,4,"6073 West Irlo Bronson Memorial Highway Kissimmee, Florida 34747",6073 West Irlo Bronson Memorial Highway,Kissimmee,FL, 34747,4.6,512,NULL,28.3337653,-81.5265996
Gaylord Palms Resort & Convention Center,5,"6000 West Osceola Parkway Kissimmee, Florida 34746",6000 West Osceola Parkway,Kissimmee,FL, 34746,4.2,4988,NULL,28.3428176,-81.5256994
SpringHill Suites Orlando Lake Buena Vista South,4,"4991 Calypso Cay Way Kissimmee, Florida 34746",4991 Calypso Cay Way,Kissimmee,FL, 34746,4.4,600,NULL,28.3386248,-81.4828412
Courtyard Knoxville Cedar Bluff,3,"216 Langley Place Knoxville, Tennessee 37922",216 Langley Place,Knoxville,TN, 37922,4.3,278,NULL,35.9144428,-84.1025274
Courtyard Knoxville Downtown,4,"210 West Church Avenue Knoxville, Tennessee 37902",210 West Church Avenue,Knoxville,TN, 37902,4.7,99,NULL,35.9634377,-83.9163383
Courtyard Knoxville West/Bearden,3,"250 Brookview Centre Way Knoxville, Tennessee 37919",250 Brookview Centre Way,Knoxville,TN, 37919,4.7,535,NULL,35.9364319,-84.0043068
Hotel Knoxville,4,"501 East Hill Avenue Knoxville, Tennessee 37915",501 East Hill Avenue,Knoxville,TN, 37915,3.6,7,NULL,35.9640418,-83.9096259
Fairfield Inn & Suites Knoxville West,3,"11763 Snyder Road Knoxville, Tennessee 37932",11763 Snyder Road,Knoxville,TN, 37932,4.8,473,NULL,35.9015315,-84.1742171
Fairfield Inn & Suites Knoxville/East,3,"1551 Cracker Barrel Lane Knoxville, Tennessee 37914",1551 Cracker Barrel Lane,Knoxville,TN, 37914,4.3,401,NULL,36.0019168,-83.7806131
Residence Inn Knoxville Cedar Bluff,3,"215 Langley Place Knoxville, Tennessee 37922",215 Langley Place,Knoxville,TN, 37922,NULL,NULL,NULL,35.9144394,-84.1034014
Residence Inn Knoxville Downtown,4,"210 West Church Avenue Knoxville, Tennessee 37902",210 West Church Avenue,Knoxville,TN, 37902,4.8,43,NULL,35.9634377,-83.9163383
SpringHill Suites Knoxville at Turkey Creek,3,"10955 Turkey Drive Knoxville, Tennessee 37934",10955 Turkey Drive,Knoxville,TN, 37934,4.5,417,https://cache.marriott.com/marriottassets/marriott/TYSKW/tyskw-exterior-0010-hor-feat.jpg?resize=375:150 undefined,35.9039382,-84.1503975
Four Points by Sheraton Knoxville Cumberland House Hotel,4,"1109 White Avenue Knoxville, Tennessee 37916",1109 White Avenue,Knoxville,TN, 37916,4,240,https://cache.marriott.com/marriottassets/marriott/TYSFP/tysfp-exterior-9295-hor-feat.jpg?resize=375:150 undefined,35.960541,-83.9256683
TownePlace Suites Knoxville Cedar Bluff,2,"205 Langley Place Knoxville, Tennessee 37922",205 Langley Place,Knoxville,TN, 37922,4.4,292,https://cache.marriott.com/marriottassets/marriott/TYSTS/tysts-desk-0038-hor-feat.jpg?resize=375:150 undefined,35.91364,-84.1028949
Fairfield Inn & Suites Sevierville Kodak,3,"3620 Outdoor Sportsman Place Kodak, Tennessee 37764",3620 Outdoor Sportsman Place,Kodak,TN, 37764,4.6,539,https://cache.marriott.com/marriottassets/marriott/TYSKD/tyskd-exterior-0026-hor-feat.jpg?resize=375:150 undefined,35.9859031,-83.6111204
"Mauna Kea Beach Hotel, Autograph Collection",6,"62-100 Mauna Kea Beach Drive Kohala Coast, Hawaii 96743",62-100 Mauna Kea Beach Drive,Kohala Coast,HI, 96743,4.6,734,NULL,20.0061883,-155.8243885
The Westin Hapuna Beach Resort,6,"62-100 Kaunaâ€™oa Drive Kohala Coast, Hawaii 96743",62-100 Kaunaâ€™oa Drive,Kohala Coast,HI, 96743,4.2,256,NULL,19.9950016,-155.8239569
Courtyard Kokomo,3,"411 Kentucky Drive. Kokomo, Indiana 46902",411 Kentucky Drive.,Kokomo,IN, 46902,4.3,355,NULL,40.4345895,-86.1256007
"Koloa Landing Resort at Poipu, Autograph Collection",7,"2641 Poipu Road Koloa, Hawaii 96756",2641 Poipu Road,Koloa,HI, 96756,4.7,904,NULL,21.8801827,-159.4664303
Marriott's Waiohai Beach Club,7,"2249 Poipu Road, Marriott Vacation Club Hawaii Tax ID # TA-070-692-2496-01 Koloa - Kauai, Hawaii 96756",2249 Poipu Road Marriott Vacation Club Hawaii Tax ID # TA-070-692-2496-01 Koloa -,Kauai,HI, 96756,NULL,NULL,NULL,21.8751917,-159.4560015
